ID,Name of Item,Pickup,Quality,Description,Type,Item Pool
ItemID: 171,Spider Butt,"""Mass enemy slowdown + damage""",Quality: 1,"Upon use, does 10 damage to all enemies in the room and gives them a slowing effect for 4 seconds",Type: Active,Item Pool: Item Room
ItemID: 172,Sacrificial Dagger,"""My fate protects me""",Quality: 2,Gives Isaac an orbital knife that blocks shots and deals 15 damage per tick on contact with enemies,"Type: Passive, Orbital","Item Pool: Item Room, Devil Room"
ItemID: 173,Mitre,"""You feel blessed""",Quality: 3,Gives a 33% chance of converting red heart drops into soul hearts,Type: Passive,"Item Pool: Item Room, Angel Room"
ItemID: 174,Rainbow Baby,"""Random buddy""",Quality: 1,A familiar the follows Isaac and fires random tears,"Type: Passive, Familiar",Item Pool: Item Room
ItemID: 175,Dad's Key,"""Opens all doors...""",Quality: 1,"Upon use, opens all closed doors in the current room, including the ones which require a key to enter and secret room doors",Type: Active,"Item Pool: Item Room, Key Beggar"
ItemID: 176,Stem Cells,"""HP up""",Quality: 1,+1 HP Up,Type: Passive,"Item Pool: Item Room, Boss Room"
ItemID: 177,Portable Slot,"""Gamble 24/7""",Quality: 0,Using the portable slot takes a coin and has a chance to give a pickup - similar to how the normal slot machines work,Type: Active,"Item Pool: Shop, Beggar"
ItemID: 178,Holy Water,"""Splash!""",Quality: 3,<None></None>,"Type: Passive, Familiar","Item Pool: Item Room, Angel Room"
ItemID: 179,Fate,"""Flight eternal""",Quality: 3,Gives Isaac an eternal heart and the ability to fly,Type: Passive,Item Pool: Gold Chest
ItemID: 180,The Black Bean,"""Toot on touch""",Quality: 0,"Upon taking damage, Isaac will fart, causing all enemies in close proximity to become poisoned",Type: Passive,"Item Pool: Item Room, Beggar"
ItemID: 181,White Pony,"""Flight + holy death""",Quality: 2,Allows Isaac to fly while the White Pony is held,Type: Active,Item Pool: None (Conquest boss only)
ItemID: 182,Sacred Heart,"""Homing shots + DMG up""",Quality: 4,"Tears are now white, do a lot more damage and move slower across the screen with a homing effect","Type: Passive, Tear Modifier",Item Pool: Angel Room
ItemID: 183,Toothpicks,"""Tears + shot speed up""",Quality: 3,+0.7 Tears Up,Type: Passive,Item Pool: Boss Room
ItemID: 184,Holy Grail,"""Flight + HP up""",Quality: 3,+1 HP Up,Type: Passive,Item Pool: Angel Room
ItemID: 185,Dead Dove,"""Flight + spectral tears""",Quality: 3,Gives Isaac the ability to fly and spectral tears,Type: Passive,Item Pool: Angel Room
ItemID: 186,Blood Rights,"""Mass enemy damage at a cost""",Quality: 0,"Upon use, takes away one full heart and deals 40 damage to the entire room",Type: Active,Item Pool: Item Room
ItemID: 187,Guppy's Hairball,"""Swing it""",Quality: 1,"Follows behind Isaac and can be swung back and forth, dealing 5 contact damage per tick to anything it hits","Type: Passive, Familiar",Item Pool: Devil Room
ItemID: 188,Abel,"""Mirrored buddy""",Quality: 0,A familiar that mirrors the player's movements and shoots tears directly at Isaac,"Type: Passive, Familiar",Item Pool: Item Room
ItemID: 189,SMB Super Fan,"""All stats up""",Quality: 3,Isaac turns red like Meatboy,Type: Passive,Item Pool: Item Room
ItemID: 190,Pyro,"""99 bombs""",Quality: 3,Gives Isaac 99 bombs,Type: Passive,"Item Pool: Item Room, Secret Room, Bomb Beggar"
ItemID: 191,3 Dollar Bill,"""Rainbow tears""",Quality: 2,Grants Isaac random tear effects,"Type: Passive, Tear Modifier",Item Pool: Item Room
ItemID: 192,Telepathy for Dummies,"""Temporary psychic shot""",Quality: 1,"When used, Isaac gains homing shots and +3.0 Range Up for the current room",Type: Active,"Item Pool: Item Room, Library"
ItemID: 193,MEAT!,"""DMG + HP up""",Quality: 2,+1 HP Up,Type: Passive,Item Pool: Boss Room
ItemID: 194,Magic 8 Ball,"""Shot speed up""",Quality: 1,+0.16 Shot Speed Up,Type: Passive,"Item Pool: Boss Room, Gold/Stone Chest"
ItemID: 195,Mom's Coin Purse,"""What's all this...?""",Quality: 1,Drops 4 random pills on the floor around Isaac,Type: Passive,"Item Pool: Shop, Boss Room, Challenge Room, Beggar, Demon Beggar"
ItemID: 196,Squeezy,"""Tears up""",Quality: 3,+2 Soul Hearts,Type: Passive,"Item Pool: Boss Room, Gold/Stone Chest"
ItemID: 197,Jesus Juice,"""Damage + range up""",Quality: 2,+0.5 Damage Up,Type: Passive,"Item Pool: Boss Room, Angel Room"
ItemID: 198,Box,"""Stuff""",Quality: 1,"When picked up, spawns 1 red heart, 1 key, 1 bomb, 1 coin, 1 card/rune, 1 pill and 1 trinket",Type: Passive,"Item Pool: Boss Room, Challenge Room"
ItemID: 199,Mom's Key,"""Better chest loot +2 keys""",Quality: 3,+2 Keys,Type: Passive,"Item Pool: Shop, Challenge Room, Key Beggar"
ItemID: 200,Mom's Eyeshadow,"""Charm tears""",Quality: 1,Tears have a random chance to charm enemies,Type: Passive,"Item Pool: Item Room, Challenge Room"
ItemID: 201,Iron Bar,"""Concussive tears""",Quality: 3,+0.3 Damage Up,Type: Passive,Item Pool: Item Room
ItemID: 202,Midas Touch,"""Golden touch""",Quality: 2,"Isaac's touch now petrifies enemies, turning them to gold for a few seconds. ",Type: Passive,Item Pool: Item Room
ItemID: 203,Humbling Bundle,"""1+1free 4evar!""",Quality: 3,"All future pennies, keys, bombs and hearts have a chance to drop in pairs",Type: Passive,Item Pool: Shop
ItemID: 204,Fanny pack,"""Filled with goodies""",Quality: 1,"When you take damage, there is a 50% chance to drop a random heart, key, bomb or coin",Type: Passive,"Item Pool: Shop, Beggar"
ItemID: 205,Sharp plug,"""Charge with blood""",Quality: 1,"When your spacebar item is not fully charged, you can press spacebar to recharge it at the cost half of a heart per charge",Type: Passive,Item Pool: Shop
ItemID: 206,The Guillotine,"""An out-of-body experience""",Quality: 2,+1.0 Damage Up,Type: Passive,Item Pool: Item Room
ItemID: 207,Ball of Bandages,"""Gotta lick em all""",Quality: 2,Gives Isaac an orbital ball of bandages that deals 7 contact damage per tick and blocks enemy shots,"Type: Passive, Orbital",Item Pool: None (Horsemen boss only)
ItemID: 208,Champion Belt,"""DMG + Challenge up""",Quality: 3,+1.0 Damage Up,Type: Passive,Item Pool: Shop
ItemID: 209,Butt Bombs,"""Toxic blast +5 bombs""",Quality: 2,+5 bombs,Type: Passive,"Item Pool: Item Room, Bomb Beggar"
ItemID: 210,Gnawed Leaf,"""Unbreakable""",Quality: 1,"If Isaac stands still and stops shooting for a second, he turns to stone, making him invincible until he moves/shoots again",Type: Passive,Item Pool: Item Room
ItemID: 211,Spiderbaby,"""Spider revenge""",Quality: 1,Spawns 2-5 friendly attack spiders every time you take damage,Type: Passive,Item Pool: Item Room
ItemID: 212,Guppy's Collar,"""Eternal life?""",Quality: 2,"When Isaac dies, he has a 50% chance to resurrect with 1/2 a heart",Type: Passive,"Item Pool: Devil Room, Curse Room, Red Chest"
ItemID: 213,Lost Contact,"""Shielded tears""",Quality: 2,"All of Isaac's tears now have a shield, allowing them to block an enemy projectile",Type: Passive,"Item Pool: Item Room, Secret Room"
ItemID: 214,Anemic,"""Toxic blood""",Quality: 1,+1.5 Range Up,Type: Passive,Item Pool: Item Room
ItemID: 215,Goat Head,"""He accepts your offering""",Quality: 3,"Gives Isaac a guaranteed devil or angel room on every floor that they can appear, even if you have already beaten the boss and it didn't show up originally",Type: Passive,"Item Pool: Devil Room, Curse Room"
ItemID: 216,Ceremonial Robes,"""Sin up""",Quality: 3,+3 Black Hearts,Type: Passive,"Item Pool: Devil Room, Curse Room, Demon Beggar"
ItemID: 217,Mom's Wig,"""You feel itchy""",Quality: 3,Isaac now has a small chance to create friendly attack spiders everytime he fires a tear,Type: Passive,"Item Pool: Item Room, Challenge Room"
ItemID: 218,Placenta,"""HP up + regen""",Quality: 2,+1 HP Up,Type: Passive,Item Pool: Boss Room
ItemID: 219,Old Bandage,"""HP up""",Quality: 2,+1 HP Up,Type: Passive,Item Pool: Boss Room
ItemID: 220,Sad Bombs,"""Tear blast +5 bombs""",Quality: 2,+5 Bombs,Type: Passive,"Item Pool: Item Room, Bomb Beggar"
ItemID: 221,Rubber Cement,"""Bouncing tears""",Quality: 3,"Isaac's tears now bounce off walls and objects in the environment, such as rocks and pots",Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 222,Anti-Gravity,"""Antigravity tears + tears up""",Quality: 2,-2 Tear Delay (Tears Up),"Type: Passive, Tear Modifier",Item Pool: Item Room
ItemID: 223,Pyromaniac,"""Hurts so good +5 bombs""",Quality: 4,+5 Bombs,Type: Passive,Item Pool: Item Room
ItemID: 224,Cricket's Body,"""Splash damage + tears up""",Quality: 3,-1 Tear Delay (Tears Up),Type: Passive,Item Pool: Item Room
ItemID: 225,Gimpy,"""Sweet suffering""",Quality: 2,"When getting hit, this item has a chance to drop a soul heart or black heart",Type: Passive,"Item Pool: Item Room, Devil Room, Curse Room, Demon Beggar"
ItemID: 226,Black Lotus,"""HP up x3""",Quality: 2,+1 HP Up,Type: Passive,Item Pool: Secret Room
ItemID: 227,Piggy Bank,"""My life savings""",Quality: 1,+3 Coins when picked up,Type: Passive,"Item Pool: Item Room, Shop"
ItemID: 228,Mom's Perfume,"""Fear shot""",Quality: 2,-1 Tear Delay (Tears Up),Type: Passive,"Item Pool: Item Room, Challenge Room"
ItemID: 229,Monstro's Lung,"""Charged attack""",Quality: 2,"Tears can now be charged and released in a shotgun style effect, much like Monstro's main attack","Type: Passive, Tear Modifier",Item Pool: Item Room
ItemID: 230,Abaddon,"""Evil up + DMG up + fear shot""",Quality: 3,"On pickup Abaddon converts all your heart containers to black hearts, then gives you +2 more black hearts",Type: Passive,"Item Pool: Devil Room, Demon Beggar"
ItemID: 231,Ball of Tar,"""Sticky feet...""",Quality: 2,Isaac leaves a trail of tar behind him which will slow down enemies that walk over it,Type: Passive,Item Pool: Item Room
ItemID: 232,Stop Watch,"""Let's slow this down a bit""",Quality: 4,+0.3 Speed Up,Type: Passive,Item Pool: Shop
ItemID: 233,Tiny Planet,"""Orbiting tears + range up""",Quality: 0,+6.5 Range Up,"Type: Passive, Tear Modifier",Item Pool: Item Room
ItemID: 234,Infestation 2,"""Infestation shot""",Quality: 4,Creates a friendly blue spider when you kill an enemy,Type: Passive,Item Pool: Item Room
ItemID: 236,E. Coli,"""Turdy Touch""",Quality: 1,E. Coli turns normal enemies into poop if they touch you,Type: Passive,Item Pool: Item Room
ItemID: 237,Death's Touch,"""Penetrative shots + DMG up""",Quality: 3,+1.5 Damage Up,"Type: Passive, Tear Modifier","Item Pool: Item Room, Devil Room"
ItemID: 238,Key Piece #1,"""???""",Quality: 0,Increases your chances to find an Angel Room instead of a Devil Room.,"Type: Passive, Familiar",Item Pool: Angel Statue in Angel Room
ItemID: 239,Key Piece #2,"""???""",Quality: 0,Increases your chances to find an Angel Room instead of a Devil Room.,"Type: Passive, Familiar",Item Pool: Angel Statue in Angel Room
ItemID: 240,Experimental Treatment,"""Some stats up, some stats down""",Quality: 1,"Randomly increases 4 of your stats, and decreases 2 of them",Type: Passive,"Item Pool: Item Room, Boss Room, Demon Beggar"
ItemID: 241,Contract From Below,"""Wealth, but at what cost?""",Quality: 3,Doubles pickups and chests from clearing a room,Type: Passive,"Item Pool: Devil Room, Curse Room, Demon Beggar"
ItemID: 242,Infamy,"""Damage reduction""",Quality: 2,Gives a 50% chance to not take damage from projectiles,Type: Passive,"Item Pool: Item Room, Secret Room"
ItemID: 243,Trinity Shield,"""You feel guarded""",Quality: 3,Puts a shield in front of Isaac which blocks projectiles,Type: Passive,Item Pool: Angel Room
ItemID: 244,Tech.5,"""It's still being tested""",Quality: 3,Gives Isaac a laser that will fire at random intervals in addition to your normal tears,"Type: Passive, Tear Modifier",Item Pool: Item Room
ItemID: 245,20/20,"""Double shot""",Quality: 4,Isaac now shoots two tears at once,"Type: Passive, Tear Modifier",Item Pool: Item Room
ItemID: 246,Blue Map,"""Secrets""",Quality: 2,Reveals the locations of the secret and super secret room for the current floor and all future floors,Type: Passive,"Item Pool: Shop, Beggar, Key Beggar"
ItemID: 247,BFFS!,"""Your friends rule!""",Quality: 2,Makes all of Isaac's familiars stronger and bigger,Type: Passive,"Item Pool: Shop, Key Beggar"
ItemID: 248,Hive Mind,"""Giant spiders and flies""",Quality: 2,Causes your friendly blue spiders and flies to become bigger and do x2 more damage,Type: Passive,Item Pool: Shop
ItemID: 249,There's Options,"""More options""",Quality: 3,"Two items now spawn after beating a boss fight and the boss rush, however only one can be taken",Type: Passive,Item Pool: Shop
ItemID: 250,Bogo Bombs,"""1+1 bombs""",Quality: 1,All bomb pickups are now 1+1 bombs,Type: Passive,Item Pool: Shop
ItemID: 251,Starter Deck,"""Extra card room""",Quality: 2,Spawns a random card,Type: Passive,Item Pool: Shop
ItemID: 252,Little Baggy,"""Extra pill room""",Quality: 1,Allows for 2 pills to be held. Tap the drop button to cycle between each one,Type: Passive,Item Pool: Shop
ItemID: 253,Magic Scab,"""HP + luck up""",Quality: 2,+1 HP Up,Type: Passive,Item Pool: Boss Room
ItemID: 254,Blood Clot,"""DMG + range up""",Quality: 2,+1.0 Damage Up (Left eye only),Type: Passive,Item Pool: Boss Room
ItemID: 255,Screw,"""Tears + shot speed up""",Quality: 3,+0.5 Tears Up,Type: Passive,"Item Pool: Boss Room, Gold/Stone Chest"
ItemID: 256,Hot Bombs,"""Burning blast +5 bombs""",Quality: 1,+5 Bombs,Type: Passive,"Item Pool: Item Room, Bomb Beggar"
ItemID: 257,Fire Mind,"""Flaming tears""",Quality: 2,"Isaac's tears now set enemies on fire, leaving a damage over time effect that does 4 or 6 damage per tick",Type: Passive,Item Pool: Item Room
ItemID: 258,Missing No,"""Syntax error""",Quality: 1,"When picked up, and at the start of each floor this rerolls all your current items, giving you a new item to replace each of the ones you had",Type: Passive,Item Pool: Secret Room
ItemID: 259,Dark Matter,"""Fear shot""",Quality: 3,+1.0 Damage Up,Type: Passive,"Item Pool: Devil Room, Demon Beggar"
ItemID: 260,Black Candle,"""Curse of immunity + evil up""",Quality: 3,+1 Black Heart,Type: Passive,"Item Pool: Shop, Curse Room"
ItemID: 261,Proptosis,"""Short range mega tears""",Quality: 4,Gives Isaac high damage tears with a short range,"Type: Passive, Tear Modifier",Item Pool: Item Room
ItemID: 262,Missing Page 2,"""Evil up + your enemies will pay""",Quality: 0,+1 Black Heart,Type: Passive,"Item Pool: Devil Room, Demon Beggar, Secret Room"
ItemID: 264,Smart Fly,"""Revenge fly""",Quality: 2,"A yellow orbital fly that will block shots and when Isaac gets hit, will seek out the nearest enemy and attack it","Type: Passive, Familiar","Item Pool: Item Room, Key Beggar"
ItemID: 265,Dry Baby,"""Immortal friend""",Quality: 3,A familiar that follows Isaac and blocks any shots that hit it,"Type: Passive, Familiar",Item Pool: Item Room
ItemID: 266,Juicy Sack,"""Sticky babies""",Quality: 2,A familiar that follows isaac around dropping white creep which slows down enemies that walk over it,"Type: Passive, Familiar",Item Pool: Item Room
ItemID: 267,Robo-Baby 2.0,"""We worked out all the kinks""",Quality: 1,A familiar that is controlled via the arrow keys and will automatically fire a laser if anything is in its line of sight,"Type: Passive, Familiar",Item Pool: Item Room
ItemID: 268,Rotten Baby,"""Infested friend""",Quality: 3,A familiar which follows Isaac and spawns a blue flies as you're firing tears,"Type: Passive, Familiar","Item Pool: Item Room, Devil Room"
ItemID: 269,Headless Baby,"""Bloody friend""",Quality: 1,"A familiar that follows Isaac and leaves blood creep on the floor as it floats, hurting enemies that walk over it for 2 damage per tick","Type: Passive, Familiar","Item Pool: Item Room, Devil Room"
ItemID: 270,Leech,"""Blood sucker""",Quality: 1,Spawns a familiar leech on the ground that hunts down enemies and heals you for half a heart each time it eats one,"Type: Passive, Familiar",Item Pool: Item Room
ItemID: 271,Mystery Sack,"""?""",Quality: 2,"A bag that follows Isaac and drops a random heart, coin, bomb or key every 5-6 rooms (alternating, 5 rooms then 6, then repeats)","Type: Passive, Familiar","Item Pool: Item Room, Beggar, Secret Room"
ItemID: 272,BBF,"""Big beautiful fly""",Quality: 1,"A large familiar black fly that bounces around the room, exploding on contact with enemies dealing 70 damage","Type: Passive, Familiar",Item Pool: Item Room
ItemID: 273,Bob's Brain,"""Explosive thoughts""",Quality: 1,"A green brain that launches in the direction you are firing your tears and will explode on contact with enemies, dealing damage and poisoning anything in the blast radius","Type: Passive, Familiar","Item Pool: Item Room, Rotten Beggar"
ItemID: 274,Best Bud,"""Sworn protector""",Quality: 0,"When Isaac takes damage, a white attack fly will spawn that orbits him at a similar distance to the Distant Admiration fly","Type: Passive, Orbital","Item Pool: Item Room, Key Beggar"
ItemID: 275,Lil Brimstone,"""Evil friend""",Quality: 3,"A familiar that follows Isaac and can fire up and charge brimstone shots, exactly how the normal Brimstone item works but with less damage","Type: Passive, Familiar","Item Pool: Item Room, Devil Room"
ItemID: 276,Isaac's Heart,"""Protect it""",Quality: 0,"Prevents Isaac from taking any damage, but instead summons a familiar heart that follows you around. If the heart is hit, Isaac will take damage","Type: Passive, Familiar",Item Pool: Item Room
ItemID: 277,Lil Haunt,"""Fear him""",Quality: 1,"A familiar ghost that follows Isaac around and chases enemies close-by, damaging them for 2 contact damage and causing a fear effect","Type: Passive, Familiar",Item Pool: Item Room
ItemID: 278,Dark Bum,"""He wants to take your life""",Quality: 3,"A familiar beggar similar to Bum Friend that follows Isaac and collects red hearts, giving Isaac black hearts, pills, cards, runes or spiders in return","Type: Passive, Familiar","Item Pool: Item Room, Devil Room, Demon Beggar"
ItemID: 279,Big Fan,"""Fat protector""",Quality: 2,"A very large orbital that moves around Isaac very slowly, blocking shots and dealing 2 contact damage per tick","Type: Passive, Orbital",Item Pool: Item Room
ItemID: 280,Sissy Long Legs,"""She loves you""",Quality: 1,An adorable friendly blue spider that walks around the room laying other blue spiders which attack enemies,"Type: Passive, Familiar",Item Pool: Item Room
ItemID: 281,Punching Bag,"""Scape goat""",Quality: 1,"Spawns a friendly Mulligan that walks around the room. Mulligan can be hit by enemy projectiles, making him a good shield","Type: Passive, Familiar",Item Pool: Item Room
ItemID: 282,How To Jump,"""It's time you learned how""",Quality: 1,"When used, makes Isaac leap in the air, similar to the leaper enemies",Type: Active,"Item Pool: Item Room, Library"
ItemID: 283,D100,"""REEROLLLLL!""",Quality: 3,"When used, rerolls each item you currently own into another item room pool item and any pedestal items and pickups in the room",Type: Active,Item Pool: Item Room
ItemID: 284,D4,"""Reroll into something else""",Quality: 3,"When used, the D4 re-rolls each item you currently have into another random item from the same item pool",Type: Active,Item Pool: Item Room
ItemID: 285,D10,"""Rerolls enemies""",Quality: 0,"When used, rerolls all enemies in the room which are currently alive into another random type of enemy",Type: Active,Item Pool: Item Room
ItemID: 286,Blank Card,"""Card Mimic""",Quality: 2,"When used, copies the effect of the card you are currently holding without consuming it",Type: Active,"Item Pool: Shop, Secret Room"
ItemID: 287,Book of Secrets,"""??????""",Quality: 0,"When used, you have a chance of getting one of the three following effects: Treasure Map (floor layout), Compass (map icons) or Blue Map (secret room locations)",Type: Active,"Item Pool: Item Room, Library, Secret Room"
ItemID: 288,Box of Spiders,"""It's a box of spiders""",Quality: 1,"When used, spawns 4-8 friendly blue spiders on the floor",Type: Active,Item Pool: Item Room
ItemID: 289,Red Candle,"""Flame on""",Quality: 2,"Allows you to fire a red flame infront of you, similar to the Blue Candle item, however the flame will stay 10 seconds",Type: Active,Item Pool: Shop
ItemID: 290,The Jar,"""Save your life""",Quality: 0,"Isaac can now pick up hearts while at full health, which will be stored in the Jar and can be spawned again using the spacebar",Type: Active,Item Pool: Shop
ItemID: 291,FLUSH!,"""...""",Quality: 1,"When used, turns every normal enemy in the room into poop!",Type: Active,Item Pool: Item Room
ItemID: 292,Satanic Bible,"""Reusable evil... but at what cost?""",Quality: 4,"When used, gives Isaac +1 Black Heart",Type: Active,"Item Pool: Item Room, Library, Devil Room"
ItemID: 293,Head of Krampus,"""Krampus rage""",Quality: 2,"When used, fires a 4 way brimstone laser in all cardinal directions, dealing a lot of damage to any enemies",Type: Active,Item Pool: None (Krampus only)
ItemID: 294,Butter Bean,"""Reusable knockback""",Quality: 1,"When used, farts on nearby enemies and knocks them backwards away from Isaac",Type: Active,"Item Pool: Item Room, Beggar"
ItemID: 295,Magic Fingers,"""Pay to play""",Quality: 1,"Upon use, consumes a coin and deals damage to everything in the room",Type: Active,"Item Pool: Item Room, Shop"
ItemID: 296,Converter,"""Convert your soul""",Quality: 2,"When used, converts 1 soul/black heart into 1 red heart container",Type: Active,Item Pool: Shop
ItemID: 297,Pandora's Box,"""? ?""",Quality: 2,"When used, this item will spawn a set of items or consumables based on which chapter you are currently on",Type: Active,"Item Pool: Shop, Red Chest"
ItemID: 298,Unicorn Stump,"""You feel stumped""",Quality: 1,"When used, turns Isaac invincible and gains +0.28 speed for a 5 seconds",Type: Active,Item Pool: Item Room
ItemID: 299,Taurus,"""Speed down + rage is building""",Quality: 1,-0.3 Speed Down,Type: Passive,Item Pool: Item Room
ItemID: 300,Aries,"""Ramming speed""",Quality: 2,+0.25 Speed up,Type: Passive,Item Pool: Item Room
ItemID: 301,Cancer,"""HP up + you feel protected""",Quality: 3,+3 Soul Hearts,Type: Passive,Item Pool: Item Room
ItemID: 302,Leo,"""Stompy""",Quality: 1,"Isaac increases in size, gets a lion's mane and now has the ability to crush rocks by walking over them",Type: Passive,Item Pool: Item Room
ItemID: 303,Virgo,"""You feel refreshed and protected""",Quality: 2,A random chance when you take damage to get an invincibility shield for 7 seconds,Type: Passive,Item Pool: Item Room
ItemID: 304,Libra,"""You feel balanced""",Quality: 1,"Gives you 6 keys, 6 bombs and 6 coins",Type: Passive,Item Pool: Item Room
ItemID: 305,Scorpio,"""Poison tears""",Quality: 3,Isaac's tears turn bright green and always apply a poison effect to enemies which deals a total of double your tear damage,Type: Passive,Item Pool: Item Room
ItemID: 306,Sagittarius,"""Penetrative shot + speed up""",Quality: 3,+0.2 Speed Up,Type: Passive,Item Pool: Item Room
ItemID: 307,Capricorn,"""All stats up""",Quality: 3,+1 HP Up,Type: Passive,Item Pool: Item Room
ItemID: 308,Aquarius,"""A trail of tears""",Quality: 1,Leaves a trail of tears on the floor behind Isaac which damages enemies that walk over it for 2 damage per tick,Type: Passive,Item Pool: Item Room
ItemID: 309,Pisces,"""Tears up + knockback shot""",Quality: 2,-1 Tear Delay (Tears Up),Type: Passive,Item Pool: Item Room
ItemID: 310,Eve's Mascara,"""Shot speed down + DMG up""",Quality: 2,x2 Damage Multiplier,Type: Passive,Item Pool: Item Room
ItemID: 311,Judas' Shadow,"""Sweet revenge""",Quality: 3,"When you die with this item, you respawn in the previous room as Dark Judas with 2 black hearts for health",Type: Passive,Item Pool: Devil Room
ItemID: 312,Maggy's Bow,"""HP up + you feel healthy""",Quality: 2,+1 HP Up,Type: Passive,Item Pool: Item Room
ItemID: 313,Holy Mantle,"""Holy shield""",Quality: 4,"Each time you enter a new room, damage is negated for the first time you get hit",Type: Passive,"Item Pool: Item Room, Angel Room"
ItemID: 314,Thunder Thighs,"""HP + speed down + you feel strong""",Quality: 1,+1 HP Up,Type: Passive,Item Pool: Item Room
ItemID: 315,Strange Attractor,"""Magnetic tears""",Quality: 0,"Enemies and pickups (keys, bombs etc.) are now magnetically attracted to Isaac's tears",Type: Passive,Item Pool: Item Room
ItemID: 316,Cursed Eye,"""Cursed charged shot""",Quality: 0,Tears are now charged up and fired rapidly in a burst of up to 5 shots at once,"Type: Passive, Tear Modifier","Item Pool: Item Room, Secret Room"
ItemID: 317,Mysterious Liquid,"""Toxic splash damage""",Quality: 3,"When Isaac's tears hit anything, they leave a green toxic creep on the floor that damages enemies for 1 damage per tick",Type: Passive,Item Pool: Item Room
ItemID: 318,Gemini,"""Conjoined friend""",Quality: 1,"A familar that is attached to Isaac, which will seek out and damage any enemies close by for 3 contact damage","Type: Passive, Familiar",Item Pool: Item Room
ItemID: 319,Cain's Other Eye,"""Near sighted friend""",Quality: 0,A familiar eye that bounces around the room slowly and fires tears in the same direction as Isaac,"Type: Passive, Familiar",Item Pool: Item Room
ItemID: 320,???'s Only Friend,"""Controlled friend""",Quality: 2,"A familiar fly that can be moved around via use of the arrow keys dealing 2.5 contact damage per tick, similar to the Ludovico Technique's mechanic","Type: Passive, Familiar",Item Pool: Item Room
ItemID: 321,Samson's Chains,"""The ol' ball and chain""",Quality: 1,"An iron ball and chain attached to Isaac, similar to Guppy's Hairball that you can fling around to deal 5 damage per tick","Type: Passive, Familiar","Item Pool: Item Room, Secret Room"
ItemID: 322,Mongo Baby,"""Mongo friend""",Quality: 2,A familiar that will follow Isaac and copy the effect of one of your other familiars,"Type: Passive, Familiar",Item Pool: Item Room
ItemID: 323,Isaac's Tears,"""Collected tears""",Quality: 0,A spacebar item that fires 8 of Isaac's tears in a circle around him,Type: Active,Item Pool: Item Room
ItemID: 324,Undefined,"""Undefined""",Quality: 2,"Upon use, teleports you to one of the following rooms at random: Item room, Secret room, Super secret room, the I AM ERROR room or the Black Market (very low chance)",Type: Active,Item Pool: Item Room
ItemID: 325,Scissors,"""Lose your head""",Quality: 1,When used will cut your head from your body. Isaac's head will remain stationary and fire tears. His body can be controlled and spews blood nearby,Type: Active,Item Pool: Item Room
ItemID: 326,Breath of Life,"""Invincibility at a cost""",Quality: 0,"While you hold the spacebar down with this item, it will empty the charge bar gradually. When the charge bar gets to zero it will grant you a brief period of invincibility",Type: Active,Item Pool: Angel Room
ItemID: 327,The Polaroid,"""Fate chosen""",Quality: 2,"After taking damage, if you have half a red heart or less, The Polaroid will give you an invincibility shield for 5 seconds",Type: Passive,Item Pool: None (Mom's foot boss only)
ItemID: 328,The Negative,"""Fate chosen""",Quality: 1,+1.0 Damage Up,Type: Passive,Item Pool: None (Mom's foot boss only)
ItemID: 329,The Ludovico Technique,"""Controlled tears""",Quality: 2,You no longer shoot tears and instead now control a single large tear with the arrow keys,"Type: Passive, Tear Modifier",Item Pool: Item Room
ItemID: 330,Soy Milk,"""DMG down + tears way up""",Quality: 2,Very high Tears Up: Tears * 5.5,"Type: Passive, Tear Modifier",Item Pool: Item Room
ItemID: 331,Godhead,"""God tears""",Quality: 4,"Isaac's tears become homing and have an aura around them, which will deal a flat 2 damage per tick to anything inside its radius","Type: Passive, Tear Modifier",Item Pool: Angel Room
ItemID: 332,Lazarus' Rags,"""Eternal life?""",Quality: 1,"Gives Isaac an extra life on death, exactly the same as Lazarus' default respawn effect",Type: Passive,"Item Pool: Item Room, Angel Room"
ItemID: 333,The Mind,"""I know all""",Quality: 3,"Gives Isaac a full mapping effect, revealing the entire floor and locations of all secret rooms",Type: Passive,"Item Pool: Item Room, Angel Room"
ItemID: 334,The Body,"""I feel all""",Quality: 3,+3 Health Up,Type: Passive,"Item Pool: Item Room, Angel Room"
ItemID: 335,The Soul,"""I am all""",Quality: 3,+2 Soul Hearts,Type: Passive,"Item Pool: Item Room, Angel Room"
ItemID: 336,Dead Onion,"""Toxic aura tears""",Quality: 3,"Isaac's tears become large, brown and will penetrate all objects and enemies (piercing + spectral)",Type: Passive,Item Pool: Item Room
ItemID: 337,Broken Watch,"""I think its broken""",Quality: 1,"Upon entering every 4th unexplored room, the Broken Watch will either slow down or speed up all enemies in the room",Type: Passive,Item Pool: Shop
ItemID: 338,Boomerang,"""It will never leave you""",Quality: 1,"A blue boomerang which can be thrown in a similar fashion to Mom's Knife, to stun any enemies it hits and deal damage",Type: Active,Item Pool: Shop
ItemID: 339,Safety Pin,"""Evil up + range + shot speed""",Quality: 1,+1.5 Range Up,Type: Passive,Item Pool: Boss Room
ItemID: 340,Caffeine Pill,"""Speed up + size down""",Quality: 1,+0.3 Speed Up,Type: Passive,Item Pool: Boss Room
ItemID: 341,Torn Photo,"""Tears + shot speed up""",Quality: 3,+0.7 Tears Up,Type: Passive,"Item Pool: Boss Room, Gold/Stone Chest"
